id;click;email;gender;age;click_rate;geo;device
11381;0;4;2;49;0.218094968000668;4;3
11406;0;1;2;70;0.0788183345240509;3;1
11420;0;2;1;50;0.000491116393444127;1;3
11456;0;1;1;66;0.145333319268738;4;2
11506;0;5;2;57;0.045660276551864;1;1
11546;1;5;1;52;0.303118221446711;5;4
11612;0;4;2;56;0.0817375320990157;1;1
11689;0;1;2;85;0.191443087229502;1;4
11696;0;1;2;47;0.0854289045163906;2;1
11726;1;2;1;44;0.103180365195121;1;2
11740;0;3;2;30;0.115862951750355;2;1
11781;0;2;2;47;0.189164002857722;1;3
11806;0;1;1;69;0.00184612427415142;2;1
11841;0;3;1;38;0.10777949000033;1;2
11921;0;5;2;52;0.134090938734588;1;3
11986;0;3;2;62;-1;-1;-1
12099;1;2;1;45;0.519602387596528;1;4
12116;0;3;1;49;0.000539536319558336;2;4
12134;0;1;2;61;0.0630546676192407;1;2
12197;1;1;1;40;0.294255115556457;1;2
12286;1;4;1;49;0.9300563473838;5;1
12319;0;2;1;37;0.000547243981266313;1;3
12396;0;1;2;31;0.0894694608110848;1;2
12446;1;1;1;28;0.00212817103825788;1;3
12544;0;2;2;73;0.268408382433254;1;3
12546;0;1;1;50;0.0715755686488678;3;3
12637;0;3;1;80;0.305572620000936;1;2
12697;0;2;2;64;0.149199776901865;3;2
12714;0;1;1;33;0.116836590000358;2;2
12719;0;1;2;50;0.0848812833335932;6;1
12744;1;1;1;47;0.191653002895324;1;2
12752;0;4;2;47;0.0413796256251267;4;2
12772;1;6;1;67;0.749818758315549;5;3
12778;1;1;1;61;0.462654127471296;6;1
12828;1;1;1;31;-1;-1;-1
12835;0;2;2;79;0.100568204050941;4;1
12887;0;7;1;45;0.135810053333749;1;2
12981;1;1;2;69;0.407430160001248;3;1
13040;0;4;1;51;-1;-1;-1
13081;0;2;2;65;0.174230002632112;3;1
13103;0;1;2;54;0.189164002857722;2;1
13172;0;4;2;48;0.127628724819668;2;1
13188;0;1;2;79;0.000997580174183382;1;2
13314;0;2;1;56;0.0401256975758804;2;2
13421;0;2;2;48;0.343297634815866;5;1
13445;1;4;2;42;0.0015571983206765;1;1
13473;0;2;2;71;0.0778910600002385;3;3
13509;0;1;1;98;0.522199219156529;2;1
13532;0;2;2;52;0.141242455467099;1;2
13544;0;5;2;52;0.283746004286583;2;2
13580;0;3;1;44;0.0817375320990157;2;3
13670;0;3;2;39;0.172714959130964;2;1
13688;1;1;1;40;0.00116082056632248;1;2
13692;0;1;1;75;0.264829604000811;3;1
13703;0;1;1;56;0.00075111918997337;1;3
13759;0;5;1;63;0.0367818894445571;2;2
13780;0;1;1;56;0.111675134217209;4;1
13789;1;1;1;58;0.0725560558906331;1;2
13790;0;1;2;73;0.217897775443705;3;2
13796;1;1;1;70;0.292344368052843;1;2
13800;0;4;2;49;0.128143356774586;6;3
13834;0;1;2;52;0.134090938734588;6;3
13883;0;3;2;52;0.0441382673334685;1;1
13913;0;4;2;48;0.0854289045163906;1;1
13937;0;3;1;58;0.063814362409834;3;3
13943;0;2;2;51;0.176553069333874;3;1
13979;1;2;1;49;-1;-1;-1
14010;0;1;1;69;0.094582001428861;2;1
14046;0;2;2;55;0.0838068367091174;3;1
14084;0;6;2;58;-1;-1;-1
14117;1;1;1;42;0.045660276551864;1;2
14130;0;1;1;55;0.110345668333671;4;1
14182;0;4;2;62;0.000823808143841761;6;1
14228;0;1;1;41;-1;-1;-1
14267;0;3;1;67;0.140203908000429;1;3
14362;0;4;2;59;0.0389455300001193;1;2
14423;0;5;1;35;0.0264829604000811;4;1
14512;0;6;2;50;0.000491116393444127;2;1
14607;0;4;1;46;0.074390338202475;1;2
14734;0;1;1;56;0.132414802000405;1;3
14793;0;1;2;58;0.00241576171910354;2;3
14851;0;3;1;51;0.118833796667031;4;2
14854;0;2;2;55;0.0551728341668356;1;3
14899;0;4;2;51;0.033522734683647;1;3
14956;0;3;1;44;0.0923824200002829;1;1
15012;0;3;1;44;0.0645925863416612;6;3
15052;1;2;1;37;0.17893892162217;1;2
15083;0;2;2;68;0.145112111781266;1;1
15133;0;1;1;58;0.202300391945064;2;1
15159;0;2;2;69;0.194727650000596;1;1
15233;0;4;2;82;-1;-1;-1
15373;0;5;2;38;0.0601885463638207;5;1
15379;1;1;1;32;0.088276534666937;1;2
15453;0;4;2;58;0.00077859916033825;3;1
15460;0;2;2;63;0.130549804789132;4;3
15503;0;1;1;37;0.120377092727641;4;3
15548;0;1;2;44;0.0715755686488678;5;3
15621;0;2;2;65;0.0735637788891142;6;2
15681;0;5;2;40;0.094582001428861;5;2
15688;1;1;2;46;0.375771735406556;5;3
15702;0;2;2;51;0.416160806286989;4;3
15844;0;5;1;56;0.258741567127229;2;1
15903;0;3;1;45;0.0413796256251267;5;3
15920;0;1;1;56;-1;-1;-1
16005;0;3;2;70;0.103854746666985;5;1
16044;0;3;2;41;0.00136810995316578;2;1
16079;0;3;1;57;0.0645925863416612;3;3
16124;0;1;1;45;0.00157426350775241;5;1
16306;0;2;1;52;0.0715755686488678;3;1
16318;0;1;1;34;0.000709390346085961;1;1
16326;0;8;1;58;0.0509287700001559;2;1
16368;1;2;2;46;0.00394105747825534;2;3
16379;0;1;1;39;0.117329571392764;5;3
16445;0;1;1;37;0.115143306087309;3;1
16475;0;2;2;47;0.170857809032781;4;2
16514;0;6;2;50;0.152786310000468;1;2
16683;0;1;2;73;-1;-1;-1
16688;0;7;2;61;0.0993111015003041;2;3
16713;1;1;1;23;0.0575716530436546;1;2
16768;0;3;1;49;0.0529659208001622;2;2
16825;0;8;1;39;0.000375559594986685;1;3
16913;0;1;1;44;0.00147334918033238;5;1
16922;0;2;2;44;0.361131278182924;1;3
16990;0;3;1;60;0.132414802000405;1;1
17096;0;4;1;38;0.0427144522581953;1;1
17350;0;1;1;64;0.12413887687538;4;2
17366;0;2;1;55;0.319621935863048;2;3
17398;1;1;2;62;0.10883408383595;1;1
17404;1;1;1;40;0.114432544938622;1;4
17496;0;3;2;69;0.331037005001014;6;3
17500;0;1;1;55;0.160502790303522;1;1
17515;1;2;1;53;0.834788969132991;1;3
17626;0;1;1;45;0.110345668333671;1;1
17640;0;1;2;37;0.00182414660422104;2;1
17654;0;3;2;71;0.237160839403711;1;2
17692;0;5;2;57;0.123176560000377;1;4
17761;1;1;1;51;0.0859836376626009;5;2
17845;0;3;2;85;0.0615882800001886;5;3
17948;0;1;1;45;0.245913203715039;3;1
17972;0;1;1;75;0.000375559594986685;2;3
17978;1;2;2;62;0.543846508215951;1;2
18157;0;5;1;34;0.0322962931708306;2;2
18188;0;3;2;78;0.00113143270388394;1;1
18234;0;6;1;34;0.0427144522581953;3;3
18267;0;1;1;64;0.0536816764866509;2;2
18272;0;5;2;41;0.0859836376626009;1;1
18288;0;7;1;43;0.0630546676192407;4;1
18289;0;3;1;46;0.088276534666937;2;1
18315;0;1;1;44;0.0735637788891142;2;2
18372;0;1;1;30;0.113498401714633;1;3
18381;1;3;1;40;0.0608803687358186;2;1
18434;1;1;1;59;-1;-1;-1
18440;1;2;2;44;0.116836590000358;3;3
18600;0;4;1;45;0.0009343189924059;4;2
18610;1;2;1;69;0.794488812002433;5;2
18639;1;1;1;57;0.121961001842479;3;2
18814;0;4;2;50;0.000725512853951551;2;2
18839;0;4;2;62;0.126109335238481;1;2
18939;0;1;1;54;0.0448863735594595;2;2
18953;0;1;1;60;0.121961001842479;4;4
18959;0;1;2;48;0.441382673334685;2;3
18997;0;7;2;47;0.183909447222785;1;2
19010;0;3;2;36;-1;-1;-1
19018;1;2;1;57;0.745998884509327;1;1
19035;1;1;1;50;0.171967275325202;1;2
19066;1;1;1;55;0.000788211495651068;3;1
19138;0;2;2;67;0.0756656011430888;4;2
19152;0;1;1;40;0.435077206572761;1;1
19164;0;6;1;35;0.000392893114755301;4;2
19194;1;2;1;74;-1;-1;-1
19200;1;1;1;47;0.279749581690997;1;3
19231;0;4;1;37;-1;-1;-1
19243;0;3;1;71;0.0322962931708306;1;1
19267;1;2;1;57;0.105091112698734;1;2
19314;0;4;1;67;0.0715755686488678;5;2
19325;1;1;1;56;0.001309643715851;1;2
19550;0;6;2;75;0.354132610001084;4;1
19816;0;1;1;37;0.000719381759411115;4;3
19850;0;1;1;58;0.130780051358425;1;3
19972;0;3;1;68;0.000890862295084695;2;2
20026;0;1;2;50;0.120377092727641;2;3
20063;1;2;2;68;0.159535906024585;4;2
20120;0;2;2;66;0.000912073302110521;1;1
20133;0;2;2;57;0.0536816764866509;5;2
20156;1;2;2;61;0.0019240998428085;5;2
20157;1;2;2;79;0.315273338096203;1;2
20227;0;2;2;63;0.327142452001002;5;2
20280;1;1;2;59;0.584182950001789;6;3
20317;1;2;2;54;0.00125891807896945;1;1
20414;0;5;1;32;0.267982337381773;2;1
20534;0;7;2;46;0.107363352973302;2;1
20573;1;6;1;66;0.0980850385188189;1;2
20605;0;3;1;57;0.158897762400487;6;3
20664;0;1;1;42;-1;-1;-1
20695;0;2;1;46;0.184375040760058;2;1
20722;0;1;1;40;0.136980829655592;1;1
20746;0;2;1;47;0.000829157547373201;2;2
20751;0;2;1;35;0.121961001842479;1;1
20856;0;1;1;80;0.00145469919070792;1;3
20927;0;4;2;63;0.0827592512502534;1;2
20943;0;1;2;35;0.0567492008573166;1;1
20977;0;1;1;45;-1;-1;-1
20983;0;2;1;28;0.0472910007144305;2;3
21026;0;8;2;73;0.000345108817014792;2;3
21057;1;3;1;45;0.204927669762532;5;1
21101;1;1;2;53;0.158897762400487;4;1
21112;0;1;2;61;0.125257245135519;1;2
21126;0;1;1;50;0.491826407430077;1;1
21207;1;1;1;73;0.0544170419179748;6;2
21461;1;1;1;74;0.00121609773614736;1;2
21496;0;1;1;68;0.143151137297736;2;2
21586;0;2;1;74;0.000478838483608024;1;1
21619;1;1;1;49;0.158897762400487;3;2
21750;0;2;2;47;0.153524408116412;4;2
21794;0;1;2;60;0.0490425192594094;2;3
21866;0;2;1;47;0.452148104391628;1;1
21870;0;5;2;57;0.203715080000624;2;4
21913;0;1;1;49;0.0715755686488678;5;1
22037;0;1;1;66;0.151331202286178;2;2
22122;0;1;1;47;0.0735637788891142;6;1
22200;1;2;1;48;0.226499003421746;1;4
22281;0;4;2;54;0.611145240001871;1;1
22320;1;2;1;76;0.177629612439568;6;2
22325;1;1;1;48;0.00129306594729593;1;2
22401;0;3;2;58;0.0401256975758804;1;1
22565;0;7;1;44;0.0630546676192407;2;1
22620;0;2;2;75;0.161481465854153;1;3
22629;0;4;1;55;0.110345668333671;3;2
22668;1;2;1;54;0.235807181644558;1;3
22726;1;2;1;71;0.140203908000429;3;2
22737;0;4;2;31;0.00569221651196687;2;2
22741;0;7;2;38;0.000901343027968044;1;1
22752;1;1;1;79;0.209925905610399;1;2
22833;0;1;1;39;0.200628487879402;2;3
22868;0;1;1;63;-1;-1;-1
22913;0;2;1;56;0.859836376626009;4;1
23002;1;1;1;38;0.0735637788891142;3;2
23016;0;1;2;54;-1;-1;-1
23071;0;3;2;63;0.20739667783196;3;2
23091;0;6;2;52;0.226074052195814;4;1
23092;0;2;2;43;-1;-1;-1
23135;1;5;1;69;0.173400335952912;1;2
23186;1;1;1;57;0.0575716530436546;5;2
23189;0;3;1;50;0.110345668333671;4;3
23216;0;2;1;44;0.00141878069217192;1;1
23282;0;2;1;64;0.088276534666937;2;3
23285;1;3;1;34;0.200628487879402;2;1
23310;1;1;1;37;0.529659208001622;5;2
23379;0;7;1;39;0.0348460005264225;2;3
23393;0;1;2;54;0.0778910600002385;2;2
23427;0;2;1;47;0.136309355000417;4;2
23444;0;4;2;75;0.27451849195206;2;1
23508;1;1;1;74;0.191443087229502;1;2
23553;0;3;1;49;0.0509287700001559;1;1
23559;0;6;1;43;0.0401256975758804;5;3
23692;1;1;1;46;0.0509287700001559;1;2
23723;0;1;1;44;0.00319225655738682;5;3
23732;0;4;2;43;0.629777716831197;2;2
23775;0;2;1;37;0.138343822985498;5;3
23814;0;1;1;49;0.0427144522581953;2;2
23881;0;2;1;51;0.165518502500507;4;1
23905;0;1;1;45;0.000699672670112181;4;1
23929;0;2;1;76;0.141873002143292;2;2
23955;0;1;2;55;-1;-1;-1
23958;0;5;1;59;0.250514490271037;2;3
24063;0;1;2;55;0.191443087229502;6;1
24081;0;6;1;43;0.0331037005001014;2;3
24106;1;2;1;54;0.711482518211134;2;2
24162;0;1;2;66;0.00118781639344626;3;2
24186;0;3;1;44;0.063814362409834;1;1
24197;1;5;2;52;0.397244406001216;3;3
24209;0;2;1;38;0.0592902098509278;1;3
24391;0;2;1;48;0.0006228793282706;2;2
24574;1;2;2;41;0.158107226269141;2;1
24611;0;2;2;60;0.00157426350775241;1;2
24632;1;2;1;69;0.120377092727641;3;2
24691;0;6;2;60;0.191443087229502;3;2
24795;0;2;1;81;-1;-1;-1
24813;1;2;1;63;0.601885463638207;4;1
24849;0;6;1;49;0.0472910007144305;1;1
24854;0;2;1;71;0.100568204050941;3;1
24861;0;3;1;51;0.0838068367091174;5;3
24979;0;2;2;64;0.197634032836426;1;1
25016;0;4;2;49;0.0012457586565412;2;1
25083;0;5;1;52;0.0401256975758804;4;3
25118;1;1;2;54;0.801948800847526;3;1
25169;0;4;1;45;0.22830138275932;4;1
25179;0;1;1;58;0.277907609136653;2;1
25189;0;2;2;76;0.0009343189924059;1;2
25241;0;2;1;52;0.733649578650895;1;3
25247;1;1;1;60;0.17024760257195;2;3
25319;0;1;1;36;0.00150223837994674;1;1
25353;0;2;1;53;-1;-1;-1
25401;0;3;2;54;0.0620694384376901;5;1
25445;1;5;1;47;0.000840067515101796;1;2
25464;0;4;1;69;0.45660276551864;1;1
25487;0;1;2;69;0.0509287700001559;5;1
25512;0;1;1;43;0.801948800847526;1;1
25522;1;2;2;55;0.110345668333671;5;2
25535;0;1;1;34;0.0827592512502534;1;3
25604;0;1;1;59;0.000967350471935401;4;3
25610;1;1;1;45;0.321578804858128;1;2
25718;0;2;2;43;0.00139934534022436;2;3
25769;0;1;2;42;0.149199776901865;3;1
25864;0;3;1;33;0.150852306076411;1;2
25912;0;1;2;71;0.218094968000668;3;4
25957;0;1;1;53;0.0871150013160562;2;2
26209;1;2;1;49;0.00075111918997337;3;2
26236;0;1;1;61;0.000912073302110521;3;3
26304;0;2;1;27;0.0778910600002385;3;1
26320;0;5;1;46;0.0608803687358186;2;2
26422;1;2;1;48;0.543240213334997;5;3
26423;1;1;2;46;0.468296250977044;3;2
26556;0;1;2;72;0.0496555507501521;1;4
26606;0;3;1;44;0.772419678335699;5;2
26617;0;4;1;32;0.0756656011430888;5;2
26642;0;1;2;66;0.88276534666937;2;1
26643;0;1;2;52;0.0529659208001622;2;2
26645;0;7;2;65;0.00038694018877416;1;2
26657;0;2;1;52;0.217668167671899;2;2
26684;0;4;2;60;0.206360730390242;1;1
26734;0;1;2;65;0.148966652250456;2;1
26737;1;6;1;41;0.00255380524590946;1;2
26751;1;1;1;50;-1;-1;-1
26817;1;2;2;45;0.00215814527823335;1;1
26839;1;1;1;41;0.217668167671899;1;2
26886;1;1;1;44;0.0012457586565412;5;2
26927;1;3;1;31;0.838627079335901;4;2
26945;0;1;1;48;0.00127690262295473;4;2
26955;0;1;1;69;0.183909447222785;2;2
27182;0;5;2;58;0.170857809032781;5;3
27277;0;1;1;43;-1;-1;-1
27361;0;1;1;46;0.183909447222785;1;3
27399;1;2;2;72;0.00527786417487955;2;2
27445;0;2;1;69;0.00174918167528045;2;2
27563;0;4;1;59;0.0630546676192407;2;2
27647;1;4;1;69;0.762388253941728;1;1
27681;0;2;2;51;0.111675134217209;1;3
27694;0;1;2;52;0.00310597935313313;1;1
27747;1;2;2;41;0.308363237535191;3;3
27751;0;2;2;50;-1;-1;-1
27880;0;2;1;58;0.0630546676192407;1;3
27898;0;3;2;63;-1;-1;-1
27908;0;1;2;43;0.00242449865117987;2;2
28044;0;6;1;57;0.136980829655592;2;2
28051;0;3;1;32;0.0529659208001622;6;4
28059;0;1;2;64;0.0331037005001014;1;2
28076;0;1;2;39;0.13938400210569;1;3
28124;1;2;1;84;0.100568204050941;5;3
28236;0;4;1;44;0.0367818894445571;3;2
28254;0;1;1;65;0.00116082056632248;1;1
28265;0;7;1;37;0.000543362818278608;2;3
28276;0;3;2;77;-1;-1;-1
28292;0;1;2;65;0.298399553803731;3;3
28296;0;3;2;73;0.0923824200002829;3;3
28312;0;4;1;48;0.0601885463638207;4;1
28361;0;3;1;52;0.0957215436147509;5;1
28524;0;2;2;60;0.0515901825975606;3;2
28526;1;2;1;44;0.10883408383595;2;2
28569;0;8;2;63;0.0807407329270765;6;1
28608;0;2;2;48;0.205149693240065;1;1
28621;0;1;1;49;0.0544170419179748;4;2
28644;0;3;2;28;0.0802513951517609;2;2
28661;1;4;1;63;0.00138459320561356;1;1
28757;0;2;1;51;0.551728341668356;1;3
28758;1;5;1;53;0.0894694608110848;1;2
28804;1;2;1;45;0.0859836376626009;5;3
28818;0;1;2;59;0.00117609452114251;2;2
28887;0;1;1;62;0.104538001579267;2;2
28912;0;8;1;57;0.0413796256251267;3;2
28922;1;1;1;48;0.0973638250002981;1;2
28986;1;5;1;38;0.0529659208001622;1;2
29071;0;1;2;48;0.214200415000656;1;2
29078;0;4;1;69;0.0413796256251267;2;1
29161;0;1;1;83;0.186738823333905;1;3
29207;0;1;2;51;0.00290939838141584;2;2
29330;0;1;2;69;0.145112111781266;1;2
29354;1;1;2;47;0.143151137297736;3;3
29408;0;3;2;69;0.167421014023501;5;2
29466;0;2;1;61;0.191905510145515;4;1
29555;1;1;1;68;0.063814362409834;1;4
29567;1;1;1;54;0.103180365195121;1;2
29743;1;5;1;45;0.0478607718073755;6;2
29762;1;2;2;58;0.226499003421746;1;3
29792;0;1;1;46;0.0017734758652149;2;3
