id;email;gender;age;click_rate;geo;device
214;4;2;47;0.0653900256792126;6;1
215;5;1;58;0.768332801730748;4;3
216;1;1;50;-1;-1;-1
217;1;1;67;0.355259224879137;2;2
218;1;1;60;0.165518502500507;2;1
219;1;1;48;0.447599330705596;3;1
220;3;1;68;0.126973097808608;1;2
221;7;1;63;0.0973638250002981;3;2
222;1;1;38;0.0919547236113927;3;1
223;1;2;43;0.264829604000811;5;1
224;2;2;52;0.194727650000596;1;1
225;8;1;52;0.0339525133334373;4;3
226;5;2;53;0.0679050266668746;5;1
227;5;2;49;0.088276534666937;1;3
228;1;1;28;0.00539536319558336;2;1
229;1;1;69;0.121961001842479;1;2
230;1;1;57;0.120377092727641;4;3
231;1;1;50;0.223350268434419;3;1
232;3;1;38;0.160502790303522;1;3
233;4;1;48;0.00949890975612665;1;3
234;3;1;65;-1;-1;-1
235;4;2;39;0.143582315422126;2;3
236;1;1;50;0.00209640729141821;4;2
237;2;1;77;0.104538001579267;3;2
238;2;2;65;0.174230002632112;1;1
239;1;1;67;0.00106408551912894;2;1
240;2;1;50;0.176553069333874;6;1
241;1;2;58;0.268181877469176;1;4
242;2;2;81;0.252218670476963;1;2
243;4;2;40;0.0006228793282706;2;2
244;2;1;46;0.000840067515101796;1;2
245;1;2;40;0.098817016418213;2;3
246;1;2;64;0.0348460005264225;1;3
247;1;2;74;-1;-1;-1
248;2;1;45;0.13938400210569;1;3
249;4;2;52;0.0331037005001014;2;3
250;3;1;44;0.0515901825975606;5;2
251;1;1;70;0.506772699013897;5;1
252;2;2;61;0.00510761049181892;1;2
253;1;1;40;0.126973097808608;1;2
254;5;1;54;0.0529659208001622;3;2
255;1;2;62;0.311564240000954;1;1
256;2;1;51;0.132414802000405;3;1
257;1;2;51;0.0715755686488678;4;2
258;1;1;61;0.0670454693672939;5;2
259;3;2;69;0.0735637788891142;1;3
260;1;2;47;0.220691336667342;2;2
261;2;1;58;0.0993111015003041;2;2
263;1;1;51;0.261099609578264;5;2
264;1;1;52;-1;-1;-1
265;1;2;63;-1;-1;-1
266;2;1;59;0.20739667783196;2;3
267;1;2;47;0.101857540000312;2;3
268;2;2;50;0.175254885000537;1;2
269;3;2;82;0.00286944409652748;2;3
270;4;1;47;0.126109335238481;5;1
271;1;1;44;0.000994989056847841;1;2
272;2;2;61;0.105931841600324;3;2
273;1;1;42;0.110345668333671;1;1
274;2;2;69;0.00296093361844575;1;1
275;1;1;47;0.000547243981266313;6;2
276;4;2;54;0.239082281389621;5;1
278;4;1;58;0.183909447222785;4;1
279;3;2;19;0.160502790303522;2;2
280;1;1;62;0.153524408116412;2;1
281;3;2;66;0.136980829655592;1;2
282;4;1;46;0.174230002632112;1;1
283;7;2;49;0.000945853794781281;4;1
284;1;1;65;0.0848812833335932;1;2
285;4;2;64;0.000654821857925502;4;2
286;1;2;46;0.00136810995316578;3;2
287;1;2;71;0.00136202946448505;5;2
288;1;1;44;0.189164002857722;3;1
289;6;2;34;0.179822570617835;5;1
290;1;2;72;0.00255380524590946;1;1
291;4;1;40;0.111675134217209;1;2
292;1;1;67;0.000994989056847841;4;2
293;7;1;52;0.0722262556365848;3;3
294;8;1;37;0.0623128480001908;5;1
295;4;2;67;0.877248063252686;4;4
296;1;1;37;0.135810053333749;2;3
297;1;2;41;0.471614363289115;2;2
298;1;1;40;0.189164002857722;2;1
299;5;1;37;0.000532042759564471;2;1
300;4;2;57;0.474077686174291;2;2
301;7;1;39;0.0490425192594094;5;2
302;1;1;34;0.00159612827869341;2;3
303;1;1;63;0.111675134217209;1;3
304;1;1;48;0.110345668333671;2;3
305;1;2;61;-1;-1;-1
306;1;2;68;0.0715755686488678;6;2
307;1;1;60;-1;-1;-1
308;1;2;42;0.121961001842479;3;3
309;3;1;43;-1;-1;-1
310;1;1;67;0.478164562779242;4;3
311;2;1;51;0.183343572000561;1;2
312;1;2;65;0.150852306076411;5;2
313;1;1;46;0.0993111015003041;3;1
314;1;2;69;0.662074010002027;2;3
315;4;1;29;0.0389455300001193;1;1
316;1;1;56;0.094582001428861;6;2
317;4;1;29;0.0378328005715444;3;4
318;2;2;71;0.279749581690997;5;1
319;1;2;65;-1;-1;-1
320;2;2;51;0.562309433152407;1;1
321;3;1;49;0.00384609223781545;3;1
322;3;1;52;0.0919547236113927;5;2
323;1;1;34;0.0906950698632914;1;2
324;1;1;63;0.163251125753925;2;1
325;2;1;56;0.0490425192594094;4;2
326;3;1;56;0.0567492008573166;1;2
327;6;1;43;0.0357877843244339;1;3
328;3;1;76;-1;-1;-1
329;1;1;60;0.0932498605636658;1;1
331;5;2;46;0.343297634815866;1;2
332;1;1;56;0.104538001579267;1;2
333;1;2;83;0.0509287700001559;1;1
334;4;2;40;0.0767622040582061;3;3
335;3;1;44;-1;-1;-1
336;4;2;50;0.0769853500002357;2;2
337;1;1;46;0.104538001579267;2;2
338;2;2;71;0.069692001052845;2;1
339;1;2;72;0.25464385000078;2;4
340;1;1;47;0.033522734683647;5;1
341;1;2;78;0.353106138667748;1;3
342;3;2;44;0.105931841600324;2;1
343;2;1;60;0.23262059810882;4;2
344;4;1;45;0.0662074010002027;2;1
345;4;1;50;0.0441382673334685;2;1
346;4;1;70;-1;-1;-1
347;3;1;41;0.294255115556457;3;2
348;1;2;63;0.578149135494728;2;2
349;1;2;67;0.148966652250456;6;2
350;1;1;44;0.113498401714633;2;2
351;1;2;71;0.0706212277335496;1;2
352;1;2;45;0.143582315422126;6;1
353;1;1;57;0.00133407736726614;3;2
354;1;1;60;0.069692001052845;1;1
355;2;2;69;0.000923062137075708;5;2
356;1;2;52;0.839248745072993;1;4
357;1;1;31;0.130549804789132;4;1
358;2;1;57;-1;-1;-1
359;2;2;63;0.0041413058041775;1;3
360;1;2;62;0.0472910007144305;1;3
361;5;2;46;0.271620106667498;4;4
362;2;1;63;0.196832813784387;2;2
363;7;1;71;0.0367818894445571;2;1
364;6;2;46;0.00241576171910354;2;3
365;5;1;27;0.478607718073755;2;2
367;4;1;54;0.0013209337478842;1;1
368;1;1;45;0.268408382433254;1;2
369;1;1;66;0.110345668333671;2;1
370;1;1;43;0.0529659208001622;1;1
371;1;2;53;0.0932498605636658;1;1
372;2;2;64;0.63486548904304;2;1
373;1;2;56;0.281381454250862;2;2
374;1;1;70;0.0357877843244339;2;2
375;1;2;69;0.152786310000468;2;2
376;1;2;69;0.242449637465531;5;2
377;2;2;57;0.961367740550889;1;2
378;7;1;43;0.0735637788891142;1;1
379;2;1;51;0.0645925863416612;3;3
380;2;2;70;0.245212596297047;4;2
381;2;2;70;0.00195082345173639;2;1
382;2;1;47;0.191653002895324;6;2
383;2;1;50;0.10883408383595;6;3
384;5;1;32;0.0509287700001559;2;3
385;1;2;56;0.107363352973302;6;2
386;2;1;46;0.118580419701856;1;2
387;2;1;67;-1;-1;-1
388;1;2;48;0.094582001428861;4;3
389;3;1;27;0.0601885463638207;6;1
390;5;1;63;0.19786119839141;1;4
391;2;1;43;-1;-1;-1
392;1;1;51;0.0592902098509278;2;1
393;4;2;73;0.0490425192594094;1;2
394;3;1;35;0.105931841600324;3;3
395;1;1;60;0.116836590000358;4;1
396;1;1;46;0.171360332000525;1;2
397;1;1;76;0.121961001842479;6;1
398;1;2;69;0.395268065672852;4;2
399;1;1;58;0.000851268415303153;6;1
400;1;1;65;0.654097214700798;2;1
401;1;1;34;-1;-1;-1
402;8;2;44;0.0802513951517609;4;3
403;1;2;38;0.100568204050941;1;3
404;1;1;43;-1;-1;-1
405;6;1;61;0.0601885463638207;2;2
406;1;1;33;0.0620694384376901;5;2
407;4;2;46;0.176553069333874;2;3
408;3;1;37;0.435999957806213;2;2
409;3;1;34;0.165518502500507;3;1
410;4;2;45;-1;-1;-1
411;1;1;68;0.12873661305595;2;1
412;1;1;65;0.160502790303522;3;1
413;1;1;66;0.00296093361844575;1;3
414;1;1;45;0.158897762400487;1;3
415;2;1;41;0.0592902098509278;1;1
416;3;1;51;0.24827775375076;3;2
417;2;1;58;0.973638250002981;2;3
418;7;2;85;0.794488812002433;1;2
419;1;1;76;0.000957676967216047;1;1
420;7;1;44;0.0490425192594094;2;1
421;1;1;34;0.0802513951517609;1;1
423;4;1;45;0.0413796256251267;5;1
424;2;1;38;-1;-1;-1
425;6;2;78;-1;-1;-1
426;3;1;41;0.0584182950001789;1;1
427;1;1;49;0.140439941515582;2;1
428;2;1;61;0.00187279051366694;2;4
429;2;1;49;0.214726705946603;3;1
430;2;1;55;0.100568204050941;2;1
431;6;2;76;-1;-1;-1
432;1;1;48;0.578149135494728;4;1
433;4;1;33;0.408687660495079;6;3
434;6;2;48;0.0484444397562459;2;4
435;3;2;48;0.239303859036877;4;2
436;1;1;70;0.110345668333671;1;2
437;2;1;77;0.126109335238481;4;1
438;1;1;51;0.00138043526805917;1;2
439;3;1;63;0.200628487879402;2;1
440;1;2;78;0.00574606180329628;5;2
441;4;1;32;0.00141878069217192;1;1
442;1;1;64;0.107363352973302;2;2
443;1;1;43;0.55753600842276;2;2
444;1;1;66;-1;-1;-1
445;1;1;44;0.0012457586565412;2;2
446;1;2;56;0.0348460005264225;1;2
447;3;2;69;0.111675134217209;1;3
448;3;2;36;0.105931841600324;5;1
449;1;1;67;0.000982232786888254;2;3
450;8;1;49;0.147127557778228;3;3
451;1;1;29;0.913848633523925;1;1
452;6;2;55;0.0623128480001908;2;3
453;6;2;68;0.063814362409834;1;3
454;2;1;67;0.203715080000624;1;3
455;2;1;61;0.00302424305436647;1;2
456;1;2;46;0.0932498605636658;2;1
457;7;1;45;0.0662074010002027;1;1
458;8;2;59;0.0472910007144305;1;2
459;3;2;60;0.179822570617835;5;2
460;1;1;43;0.165518502500507;1;3
461;1;1;66;0.138343822985498;5;3
462;1;2;29;0.000719381759411115;2;1
463;1;1;44;0.088276534666937;3;2
464;1;2;61;0.00299520368347406;3;1
465;7;2;47;0.206360730390242;1;3
466;1;2;36;0.344641265480507;1;1
467;1;1;40;0.120377092727641;1;1
468;2;2;50;0.00703933497269915;2;1
469;3;1;33;0.31060262197626;2;2
470;2;2;79;0.00077859916033825;3;1
471;1;1;23;-1;-1;-1
472;3;1;43;0.0756656011430888;5;2
473;7;2;46;0.0348460005264225;1;1
474;1;1;55;0.209076003158535;2;1
475;3;2;46;0.114432544938622;1;2
476;4;1;41;0.193104919583925;1;1
477;1;2;72;0.0959527550727576;1;1
478;2;2;68;0.600485730001839;6;1
479;1;1;64;0.290666638537475;5;2
480;5;1;70;0.0608803687358186;1;2
481;4;2;57;0.00699256198284733;1;3
482;2;1;49;0.00159612827869341;1;3
483;2;2;63;0.00124143310565043;4;1
484;1;1;50;0.142600556000437;6;1
485;8;1;60;-1;-1;-1
486;1;2;44;0.211096061160067;1;2
487;1;1;53;0.00762022533053629;3;2
488;3;1;41;0.0441382673334685;1;2
489;3;2;31;-1;-1;-1
490;1;1;51;0.157636669048102;3;3
491;1;2;66;0.00482385435338453;3;3
492;3;1;40;0.000296954098361565;2;1
493;1;1;72;0.000345108817014792;2;2
494;5;2;73;0.0441382673334685;3;1
495;2;2;24;0.0559499163381995;3;1
496;3;2;60;0.00102152209836378;2;1
497;2;1;55;0.165518502500507;5;1
498;1;2;65;0.0670454693672939;5;1
499;2;1;65;0.0735637788891142;1;3
500;4;2;45;0.0807407329270765;6;3
501;4;1;49;0.72614568838932;2;3
502;1;1;48;0.0919547236113927;2;1
503;5;1;63;0.0601885463638207;1;1
504;1;2;76;0.984164068921932;6;3
505;5;1;41;0.127628724819668;2;1
506;8;1;49;0.00140147848860885;2;1
507;1;1;44;0.839248745072993;2;3
508;1;1;61;0.0802513951517609;1;1
509;1;1;50;0.193777759024984;2;3
510;5;1;66;0.0461912100001414;5;1
511;3;2;40;0.0827592512502534;3;1
512;1;1;37;0.130549804789132;4;3
513;1;1;47;0.00163705464481376;1;2
514;2;1;53;0.000798064139346706;1;3
515;1;1;69;-1;-1;-1
516;1;1;46;0.174230002632112;2;1
517;2;1;49;0.114432544938622;5;1
518;6;2;75;0.788854139576884;1;2
519;1;2;31;0.678625860252078;1;1
520;1;1;46;0.00132665207579712;2;1
521;4;1;41;0.378328005715444;1;1
522;1;2;54;0.130780051358425;4;2
523;2;2;40;0.416160806286989;1;2
524;2;1;65;0.113498401714633;4;1
525;3;1;63;0.176553069333874;1;2
526;1;1;82;0.0745998884509327;4;2
527;4;1;44;0.0551728341668356;1;3
528;4;1;46;0.0662074010002027;2;1
529;2;2;52;0.0973638250002981;5;1
530;4;1;64;0.0472910007144305;4;2
531;2;2;61;0.00143876351882223;1;1
532;1;1;24;0.0906950698632914;1;1
533;5;1;42;0.147127557778228;2;2
534;4;1;61;-1;-1;-1
535;2;2;58;0.000862772042536979;4;4
536;6;1;45;0.0389455300001193;1;2
537;5;1;44;0.000615374758050472;2;1
538;1;1;62;0.257950912987803;1;2
539;1;2;59;-1;-1;-1
540;8;2;66;0.00148971972678052;2;2
541;1;1;62;0.803947012145319;1;1
542;2;2;56;0.0859836376626009;1;1
543;2;1;42;0.0559499163381995;2;3
544;1;2;64;0.123176560000377;1;3
545;1;2;53;0.158897762400487;1;2
546;3;2;74;0.10777949000033;5;2
547;1;1;43;-1;-1;-1
548;2;1;43;0.10883408383595;2;4
549;1;2;59;0.094582001428861;5;3
550;1;1;39;0.0559499163381995;3;2
551;1;1;59;-1;-1;-1
552;2;2;81;0.123587148533712;5;3
553;3;1;49;0.0484444397562459;2;2
554;3;1;41;0.0662074010002027;2;1
555;1;2;53;0.203715080000624;2;1
556;1;1;43;0.211863683200649;3;2
557;1;1;45;0.24222219878123;1;2
558;1;1;63;0.805225147299763;5;1
559;8;1;54;0.120377092727641;1;1
560;1;1;45;0.906950698632914;1;3
561;1;1;54;0.17024760257195;2;1
562;1;1;64;0.174230002632112;4;1
563;1;2;31;0.297933304500912;2;1
564;1;2;57;0.389455300001193;1;4
565;8;2;47;0.001309643715851;2;3
566;1;1;22;0.0980850385188189;6;1
567;1;1;46;0.00122442717269632;2;1
568;3;1;45;0.24827775375076;6;1
569;3;1;48;0.108093715918698;2;1
570;2;2;76;0.0745998884509327;4;1
571;1;1;61;0.31907181204917;5;3
573;5;2;63;0.00129306594729593;1;1
574;4;1;43;0.23172590350071;1;1
575;1;1;49;0.199529153699241;3;2
576;1;1;48;0.212517583457441;3;3
577;1;1;66;0.0592902098509278;2;3
578;2;1;85;0.233673180000716;1;2
579;2;2;76;0.104538001579267;4;1
580;1;1;54;0.000532042759564471;2;2
581;1;1;55;0.160502790303522;2;1
582;2;2;45;0.171967275325202;2;2
583;1;1;73;0.0559499163381995;1;1
584;3;1;63;0.130780051358425;2;2
585;1;1;27;0.00218897592506525;4;3
586;1;2;58;0.0932498605636658;2;2
587;5;1;35;-1;-1;-1
588;1;2;73;0.943228726578231;6;2
589;1;1;64;0.094582001428861;2;1
590;1;1;48;0.0993111015003041;3;3
591;8;1;56;0.00106408551912894;1;2
592;2;1;51;0.00333959147542006;2;1
593;5;1;48;-1;-1;-1
594;1;1;30;0.237667593334061;2;2
595;1;1;33;0.174230002632112;5;1
596;1;1;45;0.343934550650404;4;3
597;7;1;38;0.355259224879137;1;2
598;1;1;36;0.000899227199263894;1;1
600;2;1;41;0.0592902098509278;2;4
601;1;2;50;0.0778910600002385;6;1
602;1;2;50;0.24827775375076;5;1
603;1;1;63;0.0735637788891142;3;1
604;2;1;46;0.0441382673334685;2;1
605;1;2;56;0.00207496676230144;4;2
606;1;1;31;0.942613844748649;2;1
607;7;1;54;0.100568204050941;1;3
608;7;2;46;0.109047484000334;2;1
609;1;2;45;0.51107467438753;5;1
610;1;1;64;0.0362780279453166;1;1
611;7;1;33;-1;-1;-1
613;1;1;44;0.0331037005001014;4;1
614;1;1;62;0.127628724819668;3;2
615;3;2;50;0.161481465854153;2;2
616;1;1;49;0.147127557778228;2;2
617;2;1;69;-1;-1;-1
618;1;1;31;0.122229048000374;3;3
619;3;1;54;0.118833796667031;4;2
620;2;1;28;0.121961001842479;1;3
621;3;2;75;0.00210313373192544;1;1
622;2;1;51;0.116836590000358;2;3
623;3;1;63;0.000440311249294734;5;1
624;1;2;34;0.132414802000405;1;2
625;1;1;74;0.720492305002206;5;2
626;1;1;43;0.0715755686488678;6;1
627;1;2;64;0.088276534666937;1;2
628;1;1;54;0.111899832676399;6;2
629;4;2;64;-1;-1;-1
630;1;1;52;-1;-1;-1
631;1;2;54;0.147127557778228;2;2
632;1;1;59;0.189164002857722;5;1
633;5;1;80;0.0551728341668356;1;2
634;2;2;66;0.458358930001404;5;1
635;6;2;39;-1;-1;-1
636;1;1;67;-1;-1;-1
637;1;2;90;0.909354664340134;5;1
638;3;1;44;0.0264829604000811;1;2
639;3;1;60;0.0662074010002027;1;4
640;5;1;23;0.0769853500002357;4;3
641;2;1;43;0.0968888795124918;4;1
642;2;2;66;0.339525133334373;2;3
643;5;1;34;0.717911577110632;1;1
644;2;1;52;0.0357877843244339;2;1
645;4;1;64;0.0923824200002829;5;2
646;2;1;84;0.0478607718073755;5;1
647;1;2;54;-1;-1;-1
648;1;1;25;0.447599330705596;2;2
649;8;2;56;0.000510761049181892;4;1
650;1;1;59;0.13938400210569;2;1
651;5;1;58;0.00510761049181892;1;3
652;1;2;85;0.163251125753925;2;3
653;1;2;29;0.210659912273372;5;1
654;5;1;42;0.558375671086047;2;1
655;4;2;71;0.0461912100001414;2;1
656;1;1;65;0.233673180000716;1;4
657;1;1;49;0.167849749014598;3;1
658;1;1;44;0.116836590000358;5;1
659;1;1;68;0.0968888795124918;5;2
660;1;1;40;0.41029938648013;4;3
661;1;2;39;0.0968888795124918;2;2
662;4;2;46;0.168145780317975;2;2
663;3;1;42;0.854289045163906;2;4
664;1;1;43;0.0407430160001248;2;1
665;1;2;44;-1;-1;-1
666;3;1;46;0.000250373063324457;6;2
667;6;2;69;0.063814362409834;5;2
668;2;2;83;0.27451849195206;2;2
669;1;1;72;0.038381102029103;6;1
670;2;1;51;0.116836590000358;3;3
671;1;1;41;0.125257245135519;1;1
672;1;1;51;0.00204304419672757;5;2
673;1;1;46;0.00762824943583345;2;1
674;1;2;72;0.688556970402108;4;2
675;1;1;34;-1;-1;-1
676;1;1;40;0.000851268415303153;3;1
677;4;1;39;0.094582001428861;2;2
678;4;2;49;-1;-1;-1
679;1;1;48;0.186499721127332;6;2
680;2;2;68;0.000762329924152077;1;3
681;2;1;63;-1;-1;-1
682;1;1;49;0.317049525916464;1;3
683;3;1;51;0.371407371464552;1;4
684;2;1;50;0.000886737932607451;3;2
685;1;2;71;0.167613673418235;1;1
686;2;1;50;0.117329571392764;1;1
687;1;1;65;0.208080403143494;1;3
688;2;1;50;0.0906950698632914;3;3
689;1;2;46;0.00143876351882223;1;2
690;3;2;60;-1;-1;-1
691;2;2;60;0.201136408101882;2;4
692;1;1;42;0.00133407736726614;3;3
693;2;2;60;0.100568204050941;4;1
694;3;1;54;0.0687869101300808;3;2
695;3;2;50;0.000912073302110521;5;2
696;2;1;49;0.10883408383595;4;1
697;2;2;71;0.126109335238481;1;1
698;2;1;46;0.0630546676192407;1;3
699;8;2;34;0.143151137297736;4;1
700;1;1;35;0.000785786229510603;1;1
701;4;2;60;0.152786310000468;3;2
702;1;2;55;0.045660276551864;2;4
703;3;1;56;-1;-1;-1
